Name,City,Country,Phone #,Status
Clínica Dental La Merced,Estelí,Nicaragua,50557329944,
Centro Dental Santa Apolonia,Estelí,Nicaragua,50588395988,
Clínica Dental Betanco,Estelí,Nicaragua,50582067330,Skipped
Vital Clínica De Medicina Oriental,Estelí,Nicaragua,50582218121,
Clinica Dental Roca,Estelí,Nicaragua,50558542542,
Clínica Dental Herrera Plasencia,Estelí,Nicaragua,50583394985,
Clínica Integral Selva,Estelí,Nicaragua,50589144014,Skipped
Clínica Dental San Antonio,Estelí,Nicaragua,50582370048,
Clínica Dental Castillo,Estelí,Nicaragua,50587326141,
Clínica Dental Cardoza,Estelí,Nicaragua,50584058690,
Clínica Dental Centeno Torres,Estelí,Nicaragua,50586151758,
Dental Reyes,Estelí,Nicaragua,50582263994,
Art Stetic Dental Clinic,Estelí,Nicaragua,50585204682,Skipped
Reyes Dental Center,Estelí,Nicaragua,50584263664,
Carrions Sport Fit,León,Nicaragua,50589751094,
Cross Fit Gym,León,Nicaragua,50589339129,Skipped
Ed Fitness Center,León,Nicaragua,50586677942,
Training Gym,León,Nicaragua,50578427717,
La Onda Fitness,León,Nicaragua,50588380701,
Olympus Gym,León,Nicaragua,50588762813,
Star Gym,León,Nicaragua,50582078064,
Materiales Y Servicios Eléctricos Roñac,Estelí,Nicaragua,50586042263,
Guido`s Electric,Estelí,Nicaragua,50585038439,
Materiales De Construcción Guadalupe,Tipitapa,Nicaragua,50576850276,Skipped
Ferretería Geovito,Tipitapa,Nicaragua,50581883637,
Ferretería Los Brothers,Tipitapa,Nicaragua,50578093669,Skipped
Ferretería La Económica,Tipitapa,Nicaragua,50583957136,
Clínica Veterinaria Happy Paws,Ciudad Sandino,Nicaragua,50585966186,
Masscotas Veterinaria,Ciudad Sandino,Nicaragua,50585602052,
Clínica Veterinaria Lassie,Ciudad Sandino,Nicaragua,50588988795,
Centro Veterinario Express,Ciudad Sandino,Nicaragua,50575045526,
Clinica Veterinaria Robles,Ciudad Sandino,Nicaragua,50585957637,
Veterinaria Isyeka,Ciudad Sandino,Nicaragua,50589566412,
Farmacia Y Clínica Veterinaria De Occidente,Ciudad Sandino,Nicaragua,50586355412,
Hospital Veterinario Especies,Ciudad Sandino,Nicaragua,50581196290,
Veterinaria Dogs House,Ciudad Sandino,Nicaragua,50587955364,
Veterinaria Mimos,Ciudad Sandino,Nicaragua,50582456052,
Veterinaria Rincon Animal,Ciudad Sandino,Nicaragua,50578493159,
Clinica Salud Animal,Ciudad Sandino,Nicaragua,50582417745,
Centro Médico Veterinario Zooland,Ciudad Sandino,Nicaragua,50584372139,
Clínica Veterinaria Pet Vet Care,Ciudad Sandino,Nicaragua,50577406383,
Veterinaria Valverde,Ciudad Sandino,Nicaragua,50583286708,
Clinica Veterinaria Najas,Ciudad Sandino,Nicaragua,50584722169,
Veterinaria Chavarría,Ciudad Sandino,Nicaragua,50589871835,
Centro Veterinaria Los Mimados Nic,Ciudad Sandino,Nicaragua,50586709002,
Clínica Veterinaria Vidanimal,Ciudad Sandino,Nicaragua,50557065430,
Veterinaria Mundo Animal,Ciudad Sandino,Nicaragua,50583844355,
Veterinaria Animal Planet,Ciudad Sandino,Nicaragua,50576755851,
Clinica Veterinaria Romero,Ciudad Sandino,Nicaragua,50588953498,
Clínica Veterinaria Instinto Animal,Ciudad Sandino,Nicaragua,50589929810,
Clínica Veterinaria Terranova,Ciudad Sandino,Nicaragua,50586941342,
Clinica Veterinaria Santé Animale,Ciudad Sandino,Nicaragua,50586778891,Skipped
Centro Veterinario Mundo Mascotas,Ciudad Sandino,Nicaragua,50588125590,Skipped
Clínica Veterinaria Santa Maria,Ciudad Sandino,Nicaragua,50582059271,
Hemervet,Ciudad Sandino,Nicaragua,50585939747,
Clinica Medica Veterinaria La Villa,Ciudad Sandino,Nicaragua,50588021114,
Consultorio Veterinario Dr Mendoza,Ciudad Sandino,Nicaragua,50589809005,
Centro Medico Veterinario Paw,Ciudad Sandino,Nicaragua,50577531909,Skipped
Blue Veterinaria & Petshop,Ciudad Sandino,Nicaragua,50584241701,
Centralvet Clinica Veterinaria,Ciudad Sandino,Nicaragua,50575310144,
El Shaddai,Ciudad Sandino,Nicaragua,50584741241,
Donaldo Soto Dermatologia Veterinaria,Ciudad Sandino,Nicaragua,50585700871,
Consultorio Veterinario Ohana,Ciudad Sandino,Nicaragua,50558159436,
Veterinaria Jardín,Ciudad Sandino,Nicaragua,50586225378,
Clínica Veterinaria Pet Land,Ciudad Sandino,Nicaragua,50589834037,
Veterinaria Génesis,Ciudad Sandino,Nicaragua,50585302906,
Safita,Ciudad Sandino,Nicaragua,50588782092,
Clinica Veterinaria Amigos,Ciudad Sandino,Nicaragua,50582809602,
Clínica Dental Avendaño - León,León,Nicaragua,50589282478,
Clinica Dental Sarria,León,Nicaragua,50588975213,
Clínica Dental Monte Cristo,León,Nicaragua,50588233926,
Servifrio Y Soluciones Múltiples,Managua,Nicaragua,50577306235,
Taller De Mecánica Y Aire Acondicionado,Managua,Nicaragua,50587996627,
Punto Frio,Managua,Nicaragua,50588864197,
Aires Acondicionados Frio Accesorios,Managua,Nicaragua,50586991392,
Taller Suazo Inyeccion Diesel,Managua,Nicaragua,50589139926,
Taller Aire Acondicionado Automotriz La Vicky,Managua,Nicaragua,50577921811,
Servicio De Aire Acondicionado En Managua,Managua,Nicaragua,50583878360,
Taller De Aire Acondicionado Max Deyvis,Managua,Nicaragua,50588147997,Skipped
Taller De Aire Acondicionado Automotriz Ac Frio North,Managua,Nicaragua,50557838991,
Frios De Sión,Managua,Nicaragua,50583975751,
Climatec Refrigeración Y Aire Acondicionado,Managua,Nicaragua,50583805911,
Frio Master,Managua,Nicaragua,50585920750,
Taller De Aire Acondicionado Automotriz Managua,Managua,Nicaragua,50578741616,
Frio Latin Auto,Managua,Nicaragua,50557031117,
Taller Las Sierritas De Santo Domingo,Managua,Nicaragua,50588545729,
Taller Monterrosa,Managua,Nicaragua,50587374894,
Feserdi Empresa De Aires Acondicionados,Managua,Nicaragua,50584814523,
Técnicos En Refrigeración,Managua,Nicaragua,50581892916,
Chace Automotriz,Managua,Nicaragua,50584768550,
Taller De Mecanica René Alvarado,Managua,Nicaragua,50588099321,
Servicio Automotriz Barberena,Managua,Nicaragua,50588851412,
Climatización Lopez Pupiro,Managua,Nicaragua,50585265436,
Frio Auto Air,Managua,Nicaragua,50577921811,
Servifreon,Managua,Nicaragua,50581243422,
Soluciones Mendoza,Managua,Nicaragua,50557132087,
Servicios Electricidad Y Climatizacion,Managua,Nicaragua,50584842570,
Taller Alemán,Managua,Nicaragua,50587875370,
Taller De Radiadores Multiservicios Urbina,Managua,Nicaragua,50582685158,
Taller Automotriz Tinoco,Managua,Nicaragua,50577020190,
Taller Sequeira,Managua,Nicaragua,50583704255,
Madrigal Service,Managua,Nicaragua,50588769440,
Taller De Cocina Rayo,Managua,Nicaragua,50587921622,
Tecnico Cruz,Managua,Nicaragua,50582881786,
Taller Automotriz Vallecillo,Managua,Nicaragua,50589959030,
Taller Dago,Managua,Nicaragua,50583888910,Skipped
Calma Nail Salon,Granada,Nicaragua,50588835165,
Sens Salon,Granada,Nicaragua,50582270767,
Sala De Belleza Ashley,Granada,Nicaragua,50584829322,
Fast Beauty Salon,Granada,Nicaragua,50581019361,
Kelchie Flowers,Granada,Nicaragua,50582375954,
Barbería De La Rocha,Granada,Nicaragua,50582594173,
Hilda Salon,Granada,Nicaragua,50581505730,
Gimnasio Adrenalina,Masaya,Nicaragua,50576278803,
Coleman Gym,Masaya,Nicaragua,50581379601,
Total Gym,Masaya,Nicaragua,50587012602,Skipped
Cosmos Training Center,Masaya,Nicaragua,50583307177,
Fitness Club Masaya,Masaya,Nicaragua,50581749130,
Uriel Power Gym,Masaya,Nicaragua,50578255733,
Lit Fit Masaya Gym,Masaya,Nicaragua,50577815029,
Strong Gym,Masaya,Nicaragua,50583208198,Skipped
Centro Deportivo Excelsior,Masaya,Nicaragua,50575298847,
Ferreteria La Grapa,Managua,Nicaragua,50557935800,
Titos Accesorios,Masaya,Nicaragua,50581476326,
Cocinas Industriales Esteli,Estelí,Nicaragua,50586235589,
Equipos Industriales Diaz,Estelí,Nicaragua,50576839884,
Amelié Beauty Studio,León,Nicaragua,50555012840,
Allegra´s Beauty Studio,León,Nicaragua,50582808716,
Miss Salón,León,Nicaragua,50588488662,
Ruiz Salon,León,Nicaragua,50577774595,
Perlas Salon,León,Nicaragua,50582045905,
Salón De Belleza Nerea,León,Nicaragua,50578301701,
Víctor Salón,León,Nicaragua,50589100860,
Lesther Salon,León,Nicaragua,50586387981,Skipped
Ana Salón,León,Nicaragua,50583683414,
Veronica Salon,León,Nicaragua,50584905679,
House Nails Leon,León,Nicaragua,50558651190,
Henry Picado Salón,León,Nicaragua,50586175452,
Quiropies Salgado,León,Nicaragua,50557223803,
Dolce Atelier,León,Nicaragua,50557904507,
Cutiecoolpretty,León,Nicaragua,50588032929,
Jacky Salón,León,Nicaragua,50581823190,Skipped
Lari Beauty Nails,León,Nicaragua,50588557931,
Bmc Salón De Belleza,León,Nicaragua,50584004053,Skipped
Nail Glow,León,Nicaragua,50585388582,
Salon De Belleza Yesenia,León,Nicaragua,50583236054,
Monse Nails Studio,León,Nicaragua,50557512055,
Sisella Studio,León,Nicaragua,50585140436,Skipped
Blush Salon,León,Nicaragua,50557771119,
Samara Nails,León,Nicaragua,50557739175,
Amayas Room,León,Nicaragua,50558175371,
Glamorous Studio,León,Nicaragua,50585672292,
Sala De Belleza Liss,León,Nicaragua,50577761707,Skipped
Make Up Perla Reminntthón,León,Nicaragua,50584251544,
Kati Acrylic Nails,León,Nicaragua,50588114299,
Karmar,León,Nicaragua,50583907738,
Shiny Hair Beauty Salon And Barber Shop,León,Nicaragua,50581333012,
Kiajosnails,León,Nicaragua,50588478998,
El Studio De Gaby,León,Nicaragua,50577061098,
Nails By Shanthall,León,Nicaragua,50558071876,
Trenzaslyhas,León,Nicaragua,50586361018,
Renovarte Clínica Estética,León,Nicaragua,50577685643,
L Acrylic Nails,León,Nicaragua,50581894139,Skipped
Manicure Y Pedicure Brithany,León,Nicaragua,50558729801,
Marbely Salón,León,Nicaragua,50588480594,
Musas Manos Y Pies,León,Nicaragua,50582297451,
Destyle Hair,León,Nicaragua,50578304211,
Uñas Acrílicas Lulús Acrinails,León,Nicaragua,50583640607,
Farfalla Nails,León,Nicaragua,50575088389,
Arts Nails Elly,León,Nicaragua,50585042325,
Meganbelleza,León,Nicaragua,50581217830,
Chic Nails,León,Nicaragua,50588382837,Skipped
Diamond Acrylics Nails,León,Nicaragua,50583252513,
Adictas By Xochilt Imara Nail Artist,León,Nicaragua,50586771830,
Rouss Nails,León,Nicaragua,50588230864,
Esmeraldas Nails,León,Nicaragua,50584145134,
Eldi Ramirez Beauty Salón,León,Nicaragua,50583525808,
Luci Nail,León,Nicaragua,50575058353,
Estudio Malimola,León,Nicaragua,50558479279,
Yadercell,Ciudad Sandino,Nicaragua,50575079740,
Cell Lab Electronics,Ciudad Sandino,Nicaragua,50582467477,
Taller M&jcompucel,Ciudad Sandino,Nicaragua,50558382870,
One Piece Fix,Ciudad Sandino,Nicaragua,50582200389,
Dominic Cell,Ciudad Sandino,Nicaragua,50581071008,
Darielys Cell Móviles,Ciudad Sandino,Nicaragua,50586892573,
Dh Móvil Bello Amanecer,Ciudad Sandino,Nicaragua,50577703530,
Gata Cell,Ciudad Sandino,Nicaragua,50558828700,
Jm Cell,Ciudad Sandino,Nicaragua,50587278598,
Servicel Ciudad Sandino,Ciudad Sandino,Nicaragua,50577661866,
Dylan Cell,Ciudad Sandino,Nicaragua,50581659091,
Joshua Cell,Ciudad Sandino,Nicaragua,50585649151,
Kevtech Solutions,Ciudad Sandino,Nicaragua,50587611668,
Sánchez Cell,Ciudad Sandino,Nicaragua,50557868135,
Tienda Doncell Ciudad Sandino,Ciudad Sandino,Nicaragua,50586831724,
Tienda Doncell,Ciudad Sandino,Nicaragua,50586831724,
Cell Care,Ciudad Sandino,Nicaragua,50583811235,
Reparación Y Mantenimiento De Celulares Gr,Ciudad Sandino,Nicaragua,50588640643,Skipped
Reparaciones De Celulares Marcel,Ciudad Sandino,Nicaragua,50582769132,
Taller Celulares M&s,Ciudad Sandino,Nicaragua,50589767854,
Cyg Reparaciones,Ciudad Sandino,Nicaragua,50581460505,Skipped
Quickcompucel,Ciudad Sandino,Nicaragua,50557794184,
Cellpoint,Ciudad Sandino,Nicaragua,50577686565,Skipped
Ecocell,Ciudad Sandino,Nicaragua,50557153489,
Lightning Cell,Ciudad Sandino,Nicaragua,50584176059,
Androiphone Tecnology,Ciudad Sandino,Nicaragua,50589754020,
Tech Center,Ciudad Sandino,Nicaragua,50581415609,
Repcel Taller De Reparación De Celulares,Ciudad Sandino,Nicaragua,50588202000,
Talleres De Celulares El Guapo,Ciudad Sandino,Nicaragua,50589894435,
Cell Soluciones,Ciudad Sandino,Nicaragua,50577176152,
Jujoescocell,Ciudad Sandino,Nicaragua,50587758273,
Reparaciones Eithan,Ciudad Sandino,Nicaragua,50589743025,
Ingenieria Celular,Ciudad Sandino,Nicaragua,50588882222,
Tecno Soluciones,Ciudad Sandino,Nicaragua,50578913339,Skipped
D-technologies,Ciudad Sandino,Nicaragua,50578648975,
Tallercel By Kasako,Ciudad Sandino,Nicaragua,50588345574,
Birman Celular,Ciudad Sandino,Nicaragua,50558334235,
Hellmarj Celulares Y Accesorios,Ciudad Sandino,Nicaragua,50587018706,
Brocell Reparaciones,Ciudad Sandino,Nicaragua,50584941642,
Cell Fix,Ciudad Sandino,Nicaragua,50588091203,
Maxmovil,Ciudad Sandino,Nicaragua,50585855031,
Display Celular,Ciudad Sandino,Nicaragua,50586472499,
Fix And Parts,Ciudad Sandino,Nicaragua,50587154920,
Oro Nica Cell,Ciudad Sandino,Nicaragua,50589769700,
Vibrass Store&fix,Ciudad Sandino,Nicaragua,50578387747,
Reparaciones Torres,Ciudad Sandino,Nicaragua,50588237837,
Cellrepair,Ciudad Sandino,Nicaragua,50585895469,
Repatacel,Ciudad Sandino,Nicaragua,50588102362,
Sos Celular,Ciudad Sandino,Nicaragua,50584502080,Skipped
Santana Solutions,Ciudad Sandino,Nicaragua,50576094982,
Mono,Ciudad Sandino,Nicaragua,50582623838,Skipped
Dactech,Ciudad Sandino,Nicaragua,50584947901,
Mundo Móvil,Ciudad Sandino,Nicaragua,50576427882,
Especialidades Odontologicas Dra Maryerling Narvaez,León,Nicaragua,50585779332,Skipped
Clínica Dental León García,León,Nicaragua,50586966789,Skipped
Clínica Dental Milagros,León,Nicaragua,50583805637,Skipped
Clínica Dental San Judas Tadeo,León,Nicaragua,50585140095,Skipped
Dental Esthetic Leon,León,Nicaragua,50589827762,Skipped
Clínica Dental Solisdent,León,Nicaragua,50583713407,
Clinica De Especialidades Santisima Trinidad,León,Nicaragua,50557407362,
Dcasa - Clínica Odontológica,León,Nicaragua,50576161795,
Clinica Dental Integral,León,Nicaragua,50588239715,
Dra Isayana Sarria,León,Nicaragua,50584605651,
Clínica Dental Videl,León,Nicaragua,50558507806,
Luxe Dental Clinic,Managua,Nicaragua,50587517175,
Clinica Dental Espiritu Santo,Managua,Nicaragua,50588511673,
Estética Dental Integra,Managua,Nicaragua,50588734441,
Clinica Dental Healthy Smiles,Managua,Nicaragua,50575398757,
Clínica Inboca,Managua,Nicaragua,50589884294,
Ortho Xp,Managua,Nicaragua,50585577022,
Moto Repuestos Gustavo,Granada,Nicaragua,50576399024,
Repuestos Dario Hondoy,Granada,Nicaragua,50588865330,
Moto Repuesto Genesis,Tipitapa,Nicaragua,50587656506,
Multiservicios Ar-yus,Tipitapa,Nicaragua,50581635023,
Repuestos Masaya Motor,Tipitapa,Nicaragua,50587184744,
Moto Repuesto Jehova Renuevame,Tipitapa,Nicaragua,50586649543,
Moto Repuestos Ep,Tipitapa,Nicaragua,50587097138,
Moto Repuestos El Chino,Tipitapa,Nicaragua,50587022843,
Moto Repuestos Jaredson,Tipitapa,Nicaragua,50557210558,
Moto Respuestos Vargas,Tipitapa,Nicaragua,50581171225,
Rpm Auto Accesorios,Tipitapa,Nicaragua,50589882661,
Taller Y Venta De Repuestos El Pelón Ticuantepe,Tipitapa,Nicaragua,50581171738,Skipped
Repuestos De Moto Y Lubricantes Príncipe De Paz,Tipitapa,Nicaragua,50557752481,
Biker-car Repuestos,Tipitapa,Nicaragua,50577704766,
Moto Repuestos Robelo,Tipitapa,Nicaragua,50582816627,
Total Moto,Tipitapa,Nicaragua,50578724126,
Moto Repuestos Ebenezer,Tipitapa,Nicaragua,50585209155,
Motorepuestos Y Accesorios Villegas,Tipitapa,Nicaragua,50582776892,
Repuestos Total,Tipitapa,Nicaragua,50587336564,
Moto Repuestos Reyes,Tipitapa,Nicaragua,50581837267,
Repuesto El Torito Quintero,Tipitapa,Nicaragua,50577779451,
Moto Guerrero,Tipitapa,Nicaragua,50586788326,
Motorepuestos Y Taller El 12,Tipitapa,Nicaragua,50586695652,
Master Repuestos,Tipitapa,Nicaragua,50558546067,
Tomani Autopartes,Tipitapa,Nicaragua,50589426484,
Venta De Repuestos Moto Express,Tipitapa,Nicaragua,50586043910,
Lubricantes Mairena,Tipitapa,Nicaragua,50584649142,
Rg Construye,Tipitapa,Nicaragua,50557686101,
Flexiautos,Tipitapa,Nicaragua,50587964224,Skipped
Moto Respuesto Y Taller El Peludo,Tipitapa,Nicaragua,50577682669,
Motos Repuestos Emanuel,Tipitapa,Nicaragua,50557121908,
Moto Repuestos El Negro,Tipitapa,Nicaragua,50582313101,
Repuestos De Moto González,Tipitapa,Nicaragua,50577131290,
Celular Game Center,Masaya,Nicaragua,50582558042,
Pandatech,Masaya,Nicaragua,50588086663,
El Oferton,Masaya,Nicaragua,50583218528,
Aps Accesorios,Masaya,Nicaragua,50589848318,
Ferreteria Las Gemelas,Granada,Nicaragua,50581824002,
Los Más Buscados En Tecnología,Tipitapa,Nicaragua,50576481395,
Enow English Academy,Chinandega,Nicaragua,50585424832,
Conversa By Talent Cloud,Chinandega,Nicaragua,50586796379,
Conceptions Academy,Ciudad Sandino,Nicaragua,50587773828,
English Now,Ciudad Sandino,Nicaragua,50576390266,
Servex Education Esteli,Estelí,Nicaragua,50558189978,
Tisey - English School,Estelí,Nicaragua,50578260321,Skipped
Prime English Center,Jinotega,Nicaragua,50589395737,Skipped
May Education,Jinotega,Nicaragua,50558440726,
Learning English Aloud,León,Nicaragua,50588113070,
Canadian School Of English,Diriamba,Nicaragua,50583286298,
English In My Mind,Masaya,Nicaragua,50587782836,
Academia De Ciencias Comerciales,Masaya,Nicaragua,50585260220,
