Name,City,Country,Phone #,Status
Clinica Dental Osorio,Estelí,Nicaragua,50582172382,Sent
Clínica Dental Ebenezer,Estelí,Nicaragua,50584057504,Sent
Dental Center,Estelí,Nicaragua,50555025083,Sent
Duodent,Estelí,Nicaragua,50586239752,Sent
Consultorio Odontomedico Esquipulas,Estelí,Nicaragua,50557251969,Sent
Farmacia Y Clinica San Lucas,Estelí,Nicaragua,50585374844,Sent
Floriandent,Estelí,Nicaragua,50583619880,Sent
Clínica Medico Dental,Estelí,Nicaragua,50578195600,Sent
Quiroz&quiroz Odontologia,Estelí,Nicaragua,50588432438,Sent
Sonrisas Para Mi Pueblo,Estelí,Nicaragua,50585308386,Sent
Clínica Dental Fe Y Familia,Estelí,Nicaragua,50586165169,Sent
Clínica Odontomedica Meraki,Estelí,Nicaragua,50558399484,Sent
Clínica Dental La Merced,Estelí,Nicaragua,50557329944,Sent
Centro Dental Santa Apolonia,Estelí,Nicaragua,50588395988,Sent
Clínica Dental Betanco,Estelí,Nicaragua,50582067330,Skipped
Vital Clínica De Medicina Oriental,Estelí,Nicaragua,50582218121,Sent
Clinica Dental Roca,Estelí,Nicaragua,50558542542,Sent
Clínica Dental Herrera Plasencia,Estelí,Nicaragua,50583394985,Sent
Clínica Integral Selva,Estelí,Nicaragua,50589144014,Skipped
Clínica Dental San Antonio,Estelí,Nicaragua,50582370048,Sent
Clínica Dental Castillo,Estelí,Nicaragua,50587326141,Sent
Clínica Dental Cardoza,Estelí,Nicaragua,50584058690,Sent
Clínica Dental Centeno Torres,Estelí,Nicaragua,50586151758,Sent
Dental Reyes,Estelí,Nicaragua,50582263994,Sent
Art Stetic Dental Clinic,Estelí,Nicaragua,50585204682,Skipped
Reyes Dental Center,Estelí,Nicaragua,50584263664,Sent
Carrions Sport Fit,León,Nicaragua,50589751094,Sent
Cross Fit Gym,León,Nicaragua,50589339129,Skipped
Ed Fitness Center,León,Nicaragua,50586677942,Sent
Training Gym,León,Nicaragua,50578427717,Sent
La Onda Fitness,León,Nicaragua,50588380701,Sent
Olympus Gym,León,Nicaragua,50588762813,Sent
Star Gym,León,Nicaragua,50582078064,Sent
Materiales Y Servicios Eléctricos Roñac,Estelí,Nicaragua,50586042263,Sent
Guido`s Electric,Estelí,Nicaragua,50585038439,Sent
Materiales De Construcción Guadalupe,Tipitapa,Nicaragua,50576850276,Skipped
Ferretería Geovito,Tipitapa,Nicaragua,50581883637,Sent
Ferretería Los Brothers,Tipitapa,Nicaragua,50578093669,Skipped
Ferretería La Económica,Tipitapa,Nicaragua,50583957136,Sent
Clínica Veterinaria Happy Paws,Ciudad Sandino,Nicaragua,50585966186,Sent
Masscotas Veterinaria,Ciudad Sandino,Nicaragua,50585602052,Sent
Clínica Veterinaria Lassie,Ciudad Sandino,Nicaragua,50588988795,Sent
Centro Veterinario Express,Ciudad Sandino,Nicaragua,50575045526,Sent
Clinica Veterinaria Robles,Ciudad Sandino,Nicaragua,50585957637,Sent
Veterinaria Isyeka,Ciudad Sandino,Nicaragua,50589566412,Sent
Farmacia Y Clínica Veterinaria De Occidente,Ciudad Sandino,Nicaragua,50586355412,Sent
Hospital Veterinario Especies,Ciudad Sandino,Nicaragua,50581196290,Sent
Veterinaria Dogs House,Ciudad Sandino,Nicaragua,50587955364,Sent
Veterinaria Mimos,Ciudad Sandino,Nicaragua,50582456052,Sent
Veterinaria Rincon Animal,Ciudad Sandino,Nicaragua,50578493159,Sent
Clinica Salud Animal,Ciudad Sandino,Nicaragua,50582417745,Sent
Centro Médico Veterinario Zooland,Ciudad Sandino,Nicaragua,50584372139,Sent
Clínica Veterinaria Pet Vet Care,Ciudad Sandino,Nicaragua,50577406383,Sent
Veterinaria Valverde,Ciudad Sandino,Nicaragua,50583286708,Sent
Clinica Veterinaria Najas,Ciudad Sandino,Nicaragua,50584722169,Sent
Veterinaria Chavarría,Ciudad Sandino,Nicaragua,50589871835,Sent
Centro Veterinaria Los Mimados Nic,Ciudad Sandino,Nicaragua,50586709002,Sent
Clínica Veterinaria Vidanimal,Ciudad Sandino,Nicaragua,50557065430,Sent
Veterinaria Mundo Animal,Ciudad Sandino,Nicaragua,50583844355,Sent
Veterinaria Animal Planet,Ciudad Sandino,Nicaragua,50576755851,Sent
Clinica Veterinaria Romero,Ciudad Sandino,Nicaragua,50588953498,Sent
Clínica Veterinaria Instinto Animal,Ciudad Sandino,Nicaragua,50589929810,Sent
Clínica Veterinaria Terranova,Ciudad Sandino,Nicaragua,50586941342,Sent
Clinica Veterinaria Santé Animale,Ciudad Sandino,Nicaragua,50586778891,Skipped
Centro Veterinario Mundo Mascotas,Ciudad Sandino,Nicaragua,50588125590,Skipped
Clínica Veterinaria Santa Maria,Ciudad Sandino,Nicaragua,50582059271,Sent
Hemervet,Ciudad Sandino,Nicaragua,50585939747,Sent
Clinica Medica Veterinaria La Villa,Ciudad Sandino,Nicaragua,50588021114,Sent
Consultorio Veterinario Dr Mendoza,Ciudad Sandino,Nicaragua,50589809005,Sent
Centro Medico Veterinario Paw,Ciudad Sandino,Nicaragua,50577531909,Skipped
Blue Veterinaria & Petshop,Ciudad Sandino,Nicaragua,50584241701,Sent
Centralvet Clinica Veterinaria,Ciudad Sandino,Nicaragua,50575310144,Sent
El Shaddai,Ciudad Sandino,Nicaragua,50584741241,Sent
Donaldo Soto Dermatologia Veterinaria,Ciudad Sandino,Nicaragua,50585700871,Sent
Consultorio Veterinario Ohana,Ciudad Sandino,Nicaragua,50558159436,Sent
Veterinaria Jardín,Ciudad Sandino,Nicaragua,50586225378,Sent
Clínica Veterinaria Pet Land,Ciudad Sandino,Nicaragua,50589834037,Sent
Veterinaria Génesis,Ciudad Sandino,Nicaragua,50585302906,Sent
Safita,Ciudad Sandino,Nicaragua,50588782092,Sent
Clinica Veterinaria Amigos,Ciudad Sandino,Nicaragua,50582809602,Sent
Clínica Dental Avendaño - León,León,Nicaragua,50589282478,Sent
Clinica Dental Sarria,León,Nicaragua,50588975213,Sent
Clínica Dental Monte Cristo,León,Nicaragua,50588233926,Sent
Servifrio Y Soluciones Múltiples,Managua,Nicaragua,50577306235,Sent
Taller De Mecánica Y Aire Acondicionado,Managua,Nicaragua,50587996627,Sent
Punto Frio,Managua,Nicaragua,50588864197,Sent
Aires Acondicionados Frio Accesorios,Managua,Nicaragua,50586991392,Sent
Taller Suazo Inyeccion Diesel,Managua,Nicaragua,50589139926,Sent
Taller Aire Acondicionado Automotriz La Vicky,Managua,Nicaragua,50577921811,Sent
Servicio De Aire Acondicionado En Managua,Managua,Nicaragua,50583878360,Sent
Taller De Aire Acondicionado Max Deyvis,Managua,Nicaragua,50588147997,Skipped
Taller De Aire Acondicionado Automotriz Ac Frio North,Managua,Nicaragua,50557838991,Sent
Frios De Sión,Managua,Nicaragua,50583975751,Sent
Climatec Refrigeración Y Aire Acondicionado,Managua,Nicaragua,50583805911,Sent
Frio Master,Managua,Nicaragua,50585920750,Sent
Taller De Aire Acondicionado Automotriz Managua,Managua,Nicaragua,50578741616,Sent
Frio Latin Auto,Managua,Nicaragua,50557031117,Sent
Taller Las Sierritas De Santo Domingo,Managua,Nicaragua,50588545729,Sent
Taller Monterrosa,Managua,Nicaragua,50587374894,Sent
Feserdi Empresa De Aires Acondicionados,Managua,Nicaragua,50584814523,Sent
Técnicos En Refrigeración,Managua,Nicaragua,50581892916,Sent
Chace Automotriz,Managua,Nicaragua,50584768550,Sent
Taller De Mecanica René Alvarado,Managua,Nicaragua,50588099321,Sent
Servicio Automotriz Barberena,Managua,Nicaragua,50588851412,Sent
Climatización Lopez Pupiro,Managua,Nicaragua,50585265436,Sent
Frio Auto Air,Managua,Nicaragua,50577921811,Sent
Servifreon,Managua,Nicaragua,50581243422,Sent
Soluciones Mendoza,Managua,Nicaragua,50557132087,Sent
Servicios Electricidad Y Climatizacion,Managua,Nicaragua,50584842570,Sent
Taller Alemán,Managua,Nicaragua,50587875370,Sent
Taller De Radiadores Multiservicios Urbina,Managua,Nicaragua,50582685158,Sent
Taller Automotriz Tinoco,Managua,Nicaragua,50577020190,Sent
Taller Sequeira,Managua,Nicaragua,50583704255,Sent
Madrigal Service,Managua,Nicaragua,50588769440,Sent
Taller De Cocina Rayo,Managua,Nicaragua,50587921622,Sent
Tecnico Cruz,Managua,Nicaragua,50582881786,Sent
Taller Automotriz Vallecillo,Managua,Nicaragua,50589959030,Sent
Taller Dago,Managua,Nicaragua,50583888910,Skipped
Calma Nail Salon,Granada,Nicaragua,50588835165,Sent
Sens Salon,Granada,Nicaragua,50582270767,Sent
Sala De Belleza Ashley,Granada,Nicaragua,50584829322,Sent
Fast Beauty Salon,Granada,Nicaragua,50581019361,Sent
Kelchie Flowers,Granada,Nicaragua,50582375954,Sent
Barbería De La Rocha,Granada,Nicaragua,50582594173,Sent
Hilda Salon,Granada,Nicaragua,50581505730,Sent
Gimnasio Adrenalina,Masaya,Nicaragua,50576278803,Sent
Coleman Gym,Masaya,Nicaragua,50581379601,Sent
Total Gym,Masaya,Nicaragua,50587012602,Skipped
Cosmos Training Center,Masaya,Nicaragua,50583307177,Sent
Fitness Club Masaya,Masaya,Nicaragua,50581749130,Sent
Uriel Power Gym,Masaya,Nicaragua,50578255733,Sent
Lit Fit Masaya Gym,Masaya,Nicaragua,50577815029,Sent
Strong Gym,Masaya,Nicaragua,50583208198,Skipped
Centro Deportivo Excelsior,Masaya,Nicaragua,50575298847,Sent
Ferreteria La Grapa,Managua,Nicaragua,50557935800,Sent
Titos Accesorios,Masaya,Nicaragua,50581476326,Sent
Cocinas Industriales Esteli,Estelí,Nicaragua,50586235589,Sent
Equipos Industriales Diaz,Estelí,Nicaragua,50576839884,Sent
Amelié Beauty Studio,León,Nicaragua,50555012840,Sent
Allegra´s Beauty Studio,León,Nicaragua,50582808716,Sent
Miss Salón,León,Nicaragua,50588488662,Sent
Ruiz Salon,León,Nicaragua,50577774595,Sent
Perlas Salon,León,Nicaragua,50582045905,Sent
Salón De Belleza Nerea,León,Nicaragua,50578301701,Sent
Víctor Salón,León,Nicaragua,50589100860,Sent
Lesther Salon,León,Nicaragua,50586387981,Skipped
Ana Salón,León,Nicaragua,50583683414,Sent
Veronica Salon,León,Nicaragua,50584905679,Sent
House Nails Leon,León,Nicaragua,50558651190,Sent
Henry Picado Salón,León,Nicaragua,50586175452,Sent
Quiropies Salgado,León,Nicaragua,50557223803,Sent
Dolce Atelier,León,Nicaragua,50557904507,Sent
Cutiecoolpretty,León,Nicaragua,50588032929,Sent
Jacky Salón,León,Nicaragua,50581823190,Skipped
Lari Beauty Nails,León,Nicaragua,50588557931,Sent
Bmc Salón De Belleza,León,Nicaragua,50584004053,Skipped
Nail Glow,León,Nicaragua,50585388582,Sent
Salon De Belleza Yesenia,León,Nicaragua,50583236054,Sent
Monse Nails Studio,León,Nicaragua,50557512055,Sent
Sisella Studio,León,Nicaragua,50585140436,Skipped
Blush Salon,León,Nicaragua,50557771119,Sent
Samara Nails,León,Nicaragua,50557739175,Sent
Amayas Room,León,Nicaragua,50558175371,Sent
Glamorous Studio,León,Nicaragua,50585672292,Sent
Sala De Belleza Liss,León,Nicaragua,50577761707,Skipped
Make Up Perla Reminntthón,León,Nicaragua,50584251544,Sent
Kati Acrylic Nails,León,Nicaragua,50588114299,Sent
Karmar,León,Nicaragua,50583907738,Sent
Shiny Hair Beauty Salon And Barber Shop,León,Nicaragua,50581333012,Sent
Kiajosnails,León,Nicaragua,50588478998,Sent
El Studio De Gaby,León,Nicaragua,50577061098,Sent
Nails By Shanthall,León,Nicaragua,50558071876,Sent
Trenzaslyhas,León,Nicaragua,50586361018,Sent
Renovarte Clínica Estética,León,Nicaragua,50577685643,Sent
L Acrylic Nails,León,Nicaragua,50581894139,Skipped
Manicure Y Pedicure Brithany,León,Nicaragua,50558729801,Sent
Marbely Salón,León,Nicaragua,50588480594,Sent
Musas Manos Y Pies,León,Nicaragua,50582297451,Sent
Destyle Hair,León,Nicaragua,50578304211,Sent
Uñas Acrílicas Lulús Acrinails,León,Nicaragua,50583640607,Sent
Farfalla Nails,León,Nicaragua,50575088389,Sent
Arts Nails Elly,León,Nicaragua,50585042325,Sent
Meganbelleza,León,Nicaragua,50581217830,Sent
Chic Nails,León,Nicaragua,50588382837,Skipped
Diamond Acrylics Nails,León,Nicaragua,50583252513,Sent
Adictas By Xochilt Imara Nail Artist,León,Nicaragua,50586771830,Sent
Rouss Nails,León,Nicaragua,50588230864,Sent
Esmeraldas Nails,León,Nicaragua,50584145134,Sent
Eldi Ramirez Beauty Salón,León,Nicaragua,50583525808,Sent
Luci Nail,León,Nicaragua,50575058353,Sent
Estudio Malimola,León,Nicaragua,50558479279,Sent
Yadercell,Ciudad Sandino,Nicaragua,50575079740,Sent
Cell Lab Electronics,Ciudad Sandino,Nicaragua,50582467477,Sent
Taller M&jcompucel,Ciudad Sandino,Nicaragua,50558382870,Sent
One Piece Fix,Ciudad Sandino,Nicaragua,50582200389,Sent
Dominic Cell,Ciudad Sandino,Nicaragua,50581071008,Sent
Darielys Cell Móviles,Ciudad Sandino,Nicaragua,50586892573,Sent
Dh Móvil Bello Amanecer,Ciudad Sandino,Nicaragua,50577703530,Sent
Gata Cell,Ciudad Sandino,Nicaragua,50558828700,Sent
Jm Cell,Ciudad Sandino,Nicaragua,50587278598,Sent
Servicel Ciudad Sandino,Ciudad Sandino,Nicaragua,50577661866,Sent
Dylan Cell,Ciudad Sandino,Nicaragua,50581659091,Sent
Joshua Cell,Ciudad Sandino,Nicaragua,50585649151,Sent
Kevtech Solutions,Ciudad Sandino,Nicaragua,50587611668,Sent
Sánchez Cell,Ciudad Sandino,Nicaragua,50557868135,Sent
Tienda Doncell Ciudad Sandino,Ciudad Sandino,Nicaragua,50586831724,Sent
Tienda Doncell,Ciudad Sandino,Nicaragua,50586831724,Sent
Cell Care,Ciudad Sandino,Nicaragua,50583811235,Sent
Reparación Y Mantenimiento De Celulares Gr,Ciudad Sandino,Nicaragua,50588640643,Skipped
Reparaciones De Celulares Marcel,Ciudad Sandino,Nicaragua,50582769132,Sent
Taller Celulares M&s,Ciudad Sandino,Nicaragua,50589767854,Sent
Cyg Reparaciones,Ciudad Sandino,Nicaragua,50581460505,Skipped
Quickcompucel,Ciudad Sandino,Nicaragua,50557794184,Sent
Cellpoint,Ciudad Sandino,Nicaragua,50577686565,Skipped
Ecocell,Ciudad Sandino,Nicaragua,50557153489,Sent
Lightning Cell,Ciudad Sandino,Nicaragua,50584176059,Sent
Androiphone Tecnology,Ciudad Sandino,Nicaragua,50589754020,Sent
Tech Center,Ciudad Sandino,Nicaragua,50581415609,Sent
Repcel Taller De Reparación De Celulares,Ciudad Sandino,Nicaragua,50588202000,Sent
Talleres De Celulares El Guapo,Ciudad Sandino,Nicaragua,50589894435,Sent
Cell Soluciones,Ciudad Sandino,Nicaragua,50577176152,Sent
Jujoescocell,Ciudad Sandino,Nicaragua,50587758273,Sent
Reparaciones Eithan,Ciudad Sandino,Nicaragua,50589743025,Sent
Ingenieria Celular,Ciudad Sandino,Nicaragua,50588882222,Sent
Tecno Soluciones,Ciudad Sandino,Nicaragua,50578913339,Skipped
D-technologies,Ciudad Sandino,Nicaragua,50578648975,Sent
Tallercel By Kasako,Ciudad Sandino,Nicaragua,50588345574,Sent
Birman Celular,Ciudad Sandino,Nicaragua,50558334235,Sent
Hellmarj Celulares Y Accesorios,Ciudad Sandino,Nicaragua,50587018706,Sent
Brocell Reparaciones,Ciudad Sandino,Nicaragua,50584941642,Sent
Cell Fix,Ciudad Sandino,Nicaragua,50588091203,Sent
Maxmovil,Ciudad Sandino,Nicaragua,50585855031,Sent
Display Celular,Ciudad Sandino,Nicaragua,50586472499,Sent
Fix And Parts,Ciudad Sandino,Nicaragua,50587154920,Sent
Oro Nica Cell,Ciudad Sandino,Nicaragua,50589769700,Sent
Vibrass Store&fix,Ciudad Sandino,Nicaragua,50578387747,Sent
Reparaciones Torres,Ciudad Sandino,Nicaragua,50588237837,Sent
Cellrepair,Ciudad Sandino,Nicaragua,50585895469,Sent
Repatacel,Ciudad Sandino,Nicaragua,50588102362,Sent
Sos Celular,Ciudad Sandino,Nicaragua,50584502080,Skipped
Santana Solutions,Ciudad Sandino,Nicaragua,50576094982,Sent
Mono,Ciudad Sandino,Nicaragua,50582623838,Skipped
Dactech,Ciudad Sandino,Nicaragua,50584947901,Sent
Mundo Móvil,Ciudad Sandino,Nicaragua,50576427882,Sent
Especialidades Odontologicas Dra Maryerling Narvaez,León,Nicaragua,50585779332,Skipped
Clínica Dental León García,León,Nicaragua,50586966789,Skipped
Clínica Dental Milagros,León,Nicaragua,50583805637,Skipped
Clínica Dental San Judas Tadeo,León,Nicaragua,50585140095,Skipped
Dental Esthetic Leon,León,Nicaragua,50589827762,Skipped
Clínica Dental Solisdent,León,Nicaragua,50583713407,Sent
Clinica De Especialidades Santisima Trinidad,León,Nicaragua,50557407362,Sent
Dcasa - Clínica Odontológica,León,Nicaragua,50576161795,Sent
Clinica Dental Integral,León,Nicaragua,50588239715,Sent
Dra Isayana Sarria,León,Nicaragua,50584605651,Sent
Clínica Dental Videl,León,Nicaragua,50558507806,Sent
Luxe Dental Clinic,Managua,Nicaragua,50587517175,Sent
Clinica Dental Espiritu Santo,Managua,Nicaragua,50588511673,Sent
Estética Dental Integra,Managua,Nicaragua,50588734441,Sent
Clinica Dental Healthy Smiles,Managua,Nicaragua,50575398757,Sent
Clínica Inboca,Managua,Nicaragua,50589884294,Sent
Ortho Xp,Managua,Nicaragua,50585577022,Sent
Moto Repuestos Gustavo,Granada,Nicaragua,50576399024,Sent
Repuestos Dario Hondoy,Granada,Nicaragua,50588865330,Sent
Moto Repuesto Genesis,Tipitapa,Nicaragua,50587656506,Sent
Multiservicios Ar-yus,Tipitapa,Nicaragua,50581635023,Sent
Repuestos Masaya Motor,Tipitapa,Nicaragua,50587184744,Sent
Moto Repuesto Jehova Renuevame,Tipitapa,Nicaragua,50586649543,Sent
Moto Repuestos Ep,Tipitapa,Nicaragua,50587097138,Sent
Moto Repuestos El Chino,Tipitapa,Nicaragua,50587022843,Sent
Moto Repuestos Jaredson,Tipitapa,Nicaragua,50557210558,Sent
Moto Respuestos Vargas,Tipitapa,Nicaragua,50581171225,Sent
Rpm Auto Accesorios,Tipitapa,Nicaragua,50589882661,Sent
Taller Y Venta De Repuestos El Pelón Ticuantepe,Tipitapa,Nicaragua,50581171738,Skipped
Repuestos De Moto Y Lubricantes Príncipe De Paz,Tipitapa,Nicaragua,50557752481,Sent
Biker-car Repuestos,Tipitapa,Nicaragua,50577704766,Sent
Moto Repuestos Robelo,Tipitapa,Nicaragua,50582816627,Sent
